Train_No,Train_Name,Station_Name,Station_Code,Delay,Zone,Lat,Long
20503,DBRG NDLS RAJEXP,SIMALUGURI JN,SLGR,13,NFR,26.917281,94.756816
20503,DBRG NDLS RAJEXP,MARIANI JN,MXN,17,NFR,26.652435,94.308203
20503,DBRG NDLS RAJEXP,DIMAPUR,DMV,4,NFR,25.905702,93.727816
20503,DBRG NDLS RAJEXP,LUMDING JN,LMG,6,NFR,25.750036,93.1766
20503,DBRG NDLS RAJEXP,GUWAHATI,GHY,15,NFR,26.182635,91.751851
20503,DBRG NDLS RAJEXP,NEW BONGAIGAON,NBQ,7,NFR,26.4758354405,90.5368434644
20503,DBRG NDLS RAJEXP,KOKRAJHAR,KOJ,10,NFR,26.405057,90.274125
20503,DBRG NDLS RAJEXP,NEW ALIPURDAUR,NOQ,12,NFR,26.48572,89.541398
20503,DBRG NDLS RAJEXP,NEW COOCH BEHAR,NCB,14,NFR,26.353159,89.469766
20503,DBRG NDLS RAJEXP,NEW JALPAIGURI,NJP,6,NFR,26.683025,88.443391
20503,DBRG NDLS RAJEXP,KISHANGANJ,KNE,5,NFR,26.097746,87.949657
20503,DBRG NDLS RAJEXP,KATIHAR JN,KIR,4,NFR,25.548947,87.566409
20503,DBRG NDLS RAJEXP,SAMASTIPUR JN,SPJ,5,NFR,25.858304,85.78736
20503,DBRG NDLS RAJEXP,MUZAFFARPUR JN,MFP,6,NFR,26.122311,85.378006
20503,DBRG NDLS RAJEXP,HAJIPUR JN,HJP,5,NFR,25.702909,85.2155
20503,DBRG NDLS RAJEXP,CHHAPRA,CPR,2,NFR,25.78832,84.725004
20503,DBRG NDLS RAJEXP,BALLIA,BUI,16,NFR,25.76057,84.15312
20503,DBRG NDLS RAJEXP,VARANASI JN,BSB,6,NFR,25.327281,82.986468
20503,DBRG NDLS RAJEXP,LUCKNOW NR,LKO,16,NFR,26.830675,80.925291
20503,DBRG NDLS RAJEXP,BAREILLY,BE,21,NFR,28.3371543,79.4108444
20503,DBRG NDLS RAJEXP,MORADABAD,MB,22,NFR,28.831621,78.765801
20503,DBRG NDLS RAJEXP,NEW DELHI,NDLS,56,NFR,28.642314,77.220004
20504,NDLS DBRG RJDHN,NEW DELHI,NDLS,26,NFR,28.642314,77.220004
20504,NDLS DBRG RJDHN,MORADABAD,MB,72,NFR,28.831621,78.765801
20504,NDLS DBRG RJDHN,BAREILLY,BE,95,NFR,28.3371543,79.4108444
20504,NDLS DBRG RJDHN,LUCKNOW NR,LKO,98,NFR,26.830675,80.925291
20504,NDLS DBRG RJDHN,VARANASI JN,BSB,144,NFR,25.327281,82.986468
20504,NDLS DBRG RJDHN,BALLIA,BUI,142,NFR,25.76057,84.15312
20504,NDLS DBRG RJDHN,CHHAPRA,CPR,130,NFR,25.78832,84.725004
20504,NDLS DBRG RJDHN,HAJIPUR JN,HJP,125,NFR,25.702909,85.2155
20504,NDLS DBRG RJDHN,MUZAFFARPUR JN,MFP,128,NFR,26.122311,85.378006
20504,NDLS DBRG RJDHN,SAMASTIPUR JN,SPJ,133,NFR,25.858304,85.78736
20504,NDLS DBRG RJDHN,KATIHAR JN,KIR,112,NFR,25.548947,87.566409
20504,NDLS DBRG RJDHN,KISHANGANJ,KNE,140,NFR,26.097746,87.949657
20504,NDLS DBRG RJDHN,NEW JALPAIGURI,NJP,126,NFR,26.683025,88.443391
20504,NDLS DBRG RJDHN,NEW COOCH BEHAR,NCB,98,NFR,26.353159,89.469766
20504,NDLS DBRG RJDHN,NEW ALIPURDAUR,NOQ,96,NFR,26.48572,89.541398
20504,NDLS DBRG RJDHN,KOKRAJHAR,KOJ,128,NFR,26.405057,90.274125
20504,NDLS DBRG RJDHN,NEW BONGAIGAON,NBQ,109,NFR,26.4758354405,90.5368434644
20504,NDLS DBRG RJDHN,GUWAHATI,GHY,102,NFR,26.182635,91.751851
20504,NDLS DBRG RJDHN,LUMDING JN,LMG,109,NFR,25.750036,93.1766
20504,NDLS DBRG RJDHN,DIMAPUR,DMV,124,NFR,25.905702,93.727816
20504,NDLS DBRG RJDHN,MARIANI JN,MXN,70,NFR,26.652435,94.308203
20504,NDLS DBRG RJDHN,SIMALUGURI JN,SLGR,75,NFR,26.917281,94.756816
20504,NDLS DBRG RJDHN,MORANHAT,MRHT,76,NFR,27.1829782,94.9193076
20504,NDLS DBRG RJDHN,DIBRUGARH,DBRG,64,NFR,27.4636065659,94.9352579102
20505,RAJDHANI EXP,DIBRUGARH,DBRG,0,NFR,27.4636065659,94.9352579102
20505,RAJDHANI EXP,NORTH LAKHIMPUR,NLP,0,NFR,,
20505,RAJDHANI EXP,HARMUTI,HMY,6,NFR,,
20505,RAJDHANI EXP,RANGAPARA NORTH,RPAN,41,NFR,26.8215934,92.682658
20505,RAJDHANI EXP,NEW MISAMARI,NMM,42,NFR,26.810166,92.575454
20505,RAJDHANI EXP,UDALGURI,ULG,51,NFR,26.744291,92.094329
20505,RAJDHANI EXP,TANGLA,TNL,62,NFR,26.658355,91.912274
20505,RAJDHANI EXP,RANGIYA JN,RNY,46,NFR,26.447901,91.605929
20505,RAJDHANI EXP,NEW BONGAIGAON,NBQ,24,NFR,26.4758354405,90.5368434644
20505,RAJDHANI EXP,KOKRAJHAR,KOJ,25,NFR,26.405057,90.274125
20505,RAJDHANI EXP,NEW ALIPURDAUR,NOQ,28,NFR,26.48572,89.541398
20505,RAJDHANI EXP,NEW COOCH BEHAR,NCB,28,NFR,26.353159,89.469766
20505,RAJDHANI EXP,NEW JALPAIGURI,NJP,8,NFR,26.683025,88.443391
20505,RAJDHANI EXP,KISHANGANJ,KNE,6,NFR,26.097746,87.949657
20505,RAJDHANI EXP,KATIHAR JN,KIR,0,NFR,25.548947,87.566409
20505,RAJDHANI EXP,BEGU SARAI,BGS,12,NFR,25.425296,86.134476
20505,RAJDHANI EXP,BARAUNI JN,BJU,5,NFR,25.461768,85.988748
20505,RAJDHANI EXP,HAJIPUR JN,HJP,5,NFR,25.702909,85.2155
20505,RAJDHANI EXP,CHHAPRA,CPR,0,NFR,25.78832,84.725004
20505,RAJDHANI EXP,BALLIA,BUI,9,NFR,25.76057,84.15312
20505,RAJDHANI EXP,VARANASI JN,BSB,0,NFR,25.327281,82.986468
20505,RAJDHANI EXP,LUCKNOW NR,LKO,12,NFR,26.830675,80.925291
20505,RAJDHANI EXP,BAREILLY,BE,15,NFR,28.3371543,79.4108444
20505,RAJDHANI EXP,MORADABAD,MB,1,NFR,28.831621,78.765801
20505,RAJDHANI EXP,NEW DELHI,NDLS,22,NFR,28.642314,77.220004
20506,DBRG RAJDHANI,NEW DELHI,NDLS,64,NFR,28.642314,77.220004
20506,DBRG RAJDHANI,MORADABAD,MB,89,NFR,28.831621,78.765801
20506,DBRG RAJDHANI,BAREILLY,BE,91,NFR,28.3371543,79.4108444
20506,DBRG RAJDHANI,LUCKNOW NR,LKO,94,NFR,26.830675,80.925291
20506,DBRG RAJDHANI,VARANASI JN,BSB,110,NFR,25.327281,82.986468
20506,DBRG RAJDHANI,BALLIA,BUI,107,NFR,25.76057,84.15312
20506,DBRG RAJDHANI,CHHAPRA,CPR,94,NFR,25.78832,84.725004
20506,DBRG RAJDHANI,HAJIPUR JN,HJP,92,NFR,25.702909,85.2155
20506,DBRG RAJDHANI,BARAUNI JN,BJU,80,NFR,25.461768,85.988748
20506,DBRG RAJDHANI,BEGU SARAI,BGS,78,NFR,25.425296,86.134476
20506,DBRG RAJDHANI,KATIHAR JN,KIR,29,NFR,25.548947,87.566409
20506,DBRG RAJDHANI,KISHANGANJ,KNE,62,NFR,26.097746,87.949657
20506,DBRG RAJDHANI,NEW JALPAIGURI,NJP,47,NFR,26.683025,88.443391
20506,DBRG RAJDHANI,NEW COOCH BEHAR,NCB,14,NFR,26.353159,89.469766
20506,DBRG RAJDHANI,NEW ALIPURDAUR,NOQ,13,NFR,26.48572,89.541398
20506,DBRG RAJDHANI,KOKRAJHAR,KOJ,33,NFR,26.405057,90.274125
20506,DBRG RAJDHANI,NEW BONGAIGAON,NBQ,14,NFR,26.4758354405,90.5368434644
20506,DBRG RAJDHANI,RANGIYA JN,RNY,18,NFR,26.447901,91.605929
20506,DBRG RAJDHANI,TANGLA,TNL,14,NFR,26.658355,91.912274
20506,DBRG RAJDHANI,UDALGURI,ULG,25,NFR,26.744291,92.094329
20506,DBRG RAJDHANI,NEW MISAMARI,NMM,19,NFR,26.810166,92.575454
20506,DBRG RAJDHANI,RANGAPARA NORTH,RPAN,17,NFR,26.8215934,92.682658
20506,DBRG RAJDHANI,HARMUTI,HMY,4,NFR,,
20506,DBRG RAJDHANI,NORTH LAKHIMPUR,NLP,1,NFR,,
20817,TEJAS RAJ EXP,BHUBANESWAR,BBS,7,ECOR,20.265388,85.842595
20817,TEJAS RAJ EXP,CUTTACK,CTC,20,ECOR,20.466588,85.90156
20817,TEJAS RAJ EXP,DHENKANAL,DNKL,26,ECOR,20.676825,85.590878
20817,TEJAS RAJ EXP,ANGUL,ANGL,52,ECOR,20.859445,85.099994
20817,TEJAS RAJ EXP,SAMBALPUR CITY,SBPY,63,ECOR,21.4770222859,84.0076171613
20817,TEJAS RAJ EXP,JHARSUGUDA JN,JSG,40,ECOR,21.862274,84.017427
20817,TEJAS RAJ EXP,ROURKELA,ROU,39,ECOR,22.22844,84.863132
20817,TEJAS RAJ EXP,CHAKRADHARPUR,CKP,60,ECOR,22.678979,85.627771
20817,TEJAS RAJ EXP,ANARA,ANR,217,ECOR,23.481082,86.559763
20817,TEJAS RAJ EXP,NSC BOSE J GOMO,GMO,180,ECOR,23.873106,86.14823
20817,TEJAS RAJ EXP,KODERMA,KQR,183,ECOR,24.434741,85.529458
20817,TEJAS RAJ EXP,GAYA JN,GAYA,178,ECOR,24.803978,84.999294
20817,TEJAS RAJ EXP,PT DEEN DAYAL UPADHYAY JN,DDU,180,ECOR,,
20817,TEJAS RAJ EXP,PRAYAGRAJ JN,PRYJ,180,ECOR,,
20817,TEJAS RAJ EXP,KANPUR CENTRAL,CNB,177,ECOR,26.45424,80.350966
20817,TEJAS RAJ EXP,NEW DELHI,NDLS,181,ECOR,28.642314,77.220004
20818,BBS TEJAS RAJDHANI,NEW DELHI,NDLS,5,ECOR,28.642314,77.220004
20818,BBS TEJAS RAJDHANI,KANPUR CENTRAL,CNB,21,ECOR,26.45424,80.350966
20818,BBS TEJAS RAJDHANI,PRAYAGRAJ JN,PRYJ,167,ECOR,,
20818,BBS TEJAS RAJDHANI,PT DEEN DAYAL UPADHYAY JN,DDU,313,ECOR,,
20818,BBS TEJAS RAJDHANI,GAYA JN,GAYA,358,ECOR,24.803978,84.999294
20818,BBS TEJAS RAJDHANI,KODERMA,KQR,365,ECOR,24.434741,85.529458
20818,BBS TEJAS RAJDHANI,NSC BOSE J GOMO,GMO,337,ECOR,23.873106,86.14823
20818,BBS TEJAS RAJDHANI,ANARA,ANR,353,ECOR,23.481082,86.559763
20818,BBS TEJAS RAJDHANI,CHAKRADHARPUR,CKP,399,ECOR,22.678979,85.627771
20818,BBS TEJAS RAJDHANI,ROURKELA,ROU,431,ECOR,22.22844,84.863132
20818,BBS TEJAS RAJDHANI,JHARSUGUDA JN,JSG,456,ECOR,21.862274,84.017427
20818,BBS TEJAS RAJDHANI,SAMBALPUR CITY,SBPY,463,ECOR,21.4770222859,84.0076171613
20818,BBS TEJAS RAJDHANI,ANGUL,ANGL,489,ECOR,20.859445,85.099994
20818,BBS TEJAS RAJDHANI,DHENKANAL,DNKL,501,ECOR,20.676825,85.590878
20818,BBS TEJAS RAJDHANI,CUTTACK,CTC,495,ECOR,20.466588,85.90156
20818,BBS TEJAS RAJDHANI,BHUBANESWAR,BBS,471,ECOR,20.265388,85.842595
20839,RNC NDLS RAJ EXP,RANCHI,RNC,10,SER,23.348811,85.33352
20839,RNC NDLS RAJ EXP,BOKARO STL CITY,BKSC,16,SER,23.656551,86.085016
20839,RNC NDLS RAJ EXP,KODERMA,KQR,15,SER,24.434741,85.529458
20839,RNC NDLS RAJ EXP,GAYA JN,GAYA,7,SER,24.803978,84.999294
20839,RNC NDLS RAJ EXP,DEHRI ON SONE,DOS,13,SER,24.914895,84.185434
20839,RNC NDLS RAJ EXP,PT DEEN DAYAL UPADHYAY JN,DDU,16,SER,,
20839,RNC NDLS RAJ EXP,KANPUR CENTRAL,CNB,19,SER,26.45424,80.350966
20839,RNC NDLS RAJ EXP,NEW DELHI,NDLS,16,SER,28.642314,77.220004
20840,NDLS RNC RAJ EXP,NEW DELHI,NDLS,2,SER,28.642314,77.220004
20840,NDLS RNC RAJ EXP,KANPUR CENTRAL,CNB,73,SER,26.45424,80.350966
20840,NDLS RNC RAJ EXP,PT DEEN DAYAL UPADHYAY JN,DDU,135,SER,,
20840,NDLS RNC RAJ EXP,DEHRI ON SONE,DOS,139,SER,24.914895,84.185434
20840,NDLS RNC RAJ EXP,GAYA JN,GAYA,160,SER,24.803978,84.999294
20840,NDLS RNC RAJ EXP,KODERMA,KQR,150,SER,24.434741,85.529458
20840,NDLS RNC RAJ EXP,BOKARO STL CITY,BKSC,159,SER,23.656551,86.085016
20840,NDLS RNC RAJ EXP,RANCHI,RNC,128,SER,23.348811,85.33352
22221,NZM RAJDHANI EXP,C SHIVAJI TERM MUMBAI,CSMT,1,CR,,
22221,NZM RAJDHANI EXP,KALYAN JN,KYN,8,CR,19.234716,73.12974
22221,NZM RAJDHANI EXP,NASIK ROAD,NK,21,CR,19.947627,73.841897
22221,NZM RAJDHANI EXP,JALGAON JN,JL,15,CR,21.018115,75.562875
22221,NZM RAJDHANI EXP,BHUSAVAL JN,BSL,7,CR,21.0472812,75.7886717
22221,NZM RAJDHANI EXP,BHOPAL JN,BPL,5,CR,23.2668843843,77.4131428577
22221,NZM RAJDHANI EXP,V LAKSHMIBAI JHANSI,VGLJ,6,CR,,
22221,NZM RAJDHANI EXP,GWALIOR,GWL,12,CR,26.216483,78.182292
22221,NZM RAJDHANI EXP,AGRA CANTT,AGC,6,CR,27.157992,77.990153
22221,NZM RAJDHANI EXP,H NIZAMUDDIN,NZM,2,CR,28.58733,77.254249
22222,CSMT RAJDHANI,H NIZAMUDDIN,NZM,0,CR,28.58733,77.254249
22222,CSMT RAJDHANI,AGRA CANTT,AGC,21,CR,27.157992,77.990153
22222,CSMT RAJDHANI,GWALIOR,GWL,21,CR,26.216483,78.182292
22222,CSMT RAJDHANI,V LAKSHMIBAI JHANSI,VGLJ,14,CR,,
22222,CSMT RAJDHANI,BHOPAL JN,BPL,29,CR,23.2668843843,77.4131428577
22222,CSMT RAJDHANI,BHUSAVAL JN,BSL,27,CR,21.0472812,75.7886717
22222,CSMT RAJDHANI,JALGAON JN,JL,30,CR,21.018115,75.562875
22222,CSMT RAJDHANI,NASIK ROAD,NK,19,CR,19.947627,73.841897
22222,CSMT RAJDHANI,KALYAN JN,KYN,19,CR,19.234716,73.12974
22222,CSMT RAJDHANI,C SHIVAJI TERM MUMBAI,CSMT,7,CR,,
22413,MAO NZM RAJDHANI,MADGAON,MAO,1,NR,15.267911,73.970724
22413,MAO NZM RAJDHANI,THIVIM,THVM,25,NR,15.62955,73.876104
22413,MAO NZM RAJDHANI,KUDAL,KUDL,32,NR,16.017651,73.67813
22413,MAO NZM RAJDHANI,RATNAGIRI,RN,18,NR,17.002793,73.356938
22413,MAO NZM RAJDHANI,PANVEL,PNVL,16,NR,18.990919,73.121756
22413,MAO NZM RAJDHANI,VASAI ROAD,BSR,15,NR,19.3824486,72.8322217
22413,MAO NZM RAJDHANI,SURAT,ST,4,NR,21.206568,72.840793
22413,MAO NZM RAJDHANI,VADODARA JN,BRC,11,NR,22.310756,73.181065
22413,MAO NZM RAJDHANI,RATLAM JN,RTM,9,NR,23.34038,75.050826
22413,MAO NZM RAJDHANI,KOTA JN,KOTA,12,NR,25.223553,75.8805
22414,NZM MAO RAJDANI,H NIZAMUDDIN,NZM,2,NR,28.58733,77.254249
22414,NZM MAO RAJDANI,KOTA JN,KOTA,15,NR,25.223553,75.8805
22414,NZM MAO RAJDANI,RATLAM JN,RTM,4,NR,23.34038,75.050826
22414,NZM MAO RAJDANI,VADODARA JN,BRC,6,NR,22.310756,73.181065
22414,NZM MAO RAJDANI,SURAT,ST,10,NR,21.206568,72.840793
22414,NZM MAO RAJDANI,VASAI ROAD,BSR,11,NR,19.3824486,72.8322217
22414,NZM MAO RAJDANI,PANVEL,PNVL,9,NR,18.990919,73.121756
22414,NZM MAO RAJDANI,RATNAGIRI,RN,46,NR,17.002793,73.356938
22414,NZM MAO RAJDANI,KUDAL,KUDL,46,NR,16.017651,73.67813
22414,NZM MAO RAJDANI,THIVIM,THVM,43,NR,15.62955,73.876104
22691,RAJDHANI EXP,KSR BANGALORE CY JN,SBC,5,SWR,12.977595,77.568083
22691,RAJDHANI EXP,SAI P NILAYAM,SSPN,28,SWR,14.160468,77.757559
22691,RAJDHANI EXP,GUNTAKAL JN,GTL,20,SWR,15.17556,77.366611
22691,RAJDHANI EXP,RAICHUR,RC,24,SWR,16.192441,77.339165
22691,RAJDHANI EXP,YADGIR,YG,30,SWR,16.744396,77.130366
22691,RAJDHANI EXP,SERAM,SEM,42,SWR,17.180683,77.28353
22691,RAJDHANI EXP,SECUNDERABAD JN,SC,16,SWR,17.433147,78.501481
22691,RAJDHANI EXP,KAZIPET JN,KZJ,29,SWR,17.974211,79.511025
22691,RAJDHANI EXP,BALHARSHAH,BPQ,16,SWR,19.8490173,79.3485858
22691,RAJDHANI EXP,NAGPUR,NGP,42,SWR,21.153567,79.089004
22691,RAJDHANI EXP,ITARSI JN,ET,34,SWR,22.608258,77.767128
22691,RAJDHANI EXP,BHOPAL JN,BPL,33,SWR,23.2668843843,77.4131428577
22691,RAJDHANI EXP,V LAKSHMIBAI JHANSI,VGLJ,30,SWR,,
22691,RAJDHANI EXP,GWALIOR,GWL,40,SWR,26.216483,78.182292
22691,RAJDHANI EXP,AGRA CANTT,AGC,23,SWR,27.157992,77.990153
22691,RAJDHANI EXP,H NIZAMUDDIN,NZM,17,SWR,28.58733,77.254249
22692,BANGLORE RJDHNI,H NIZAMUDDIN,NZM,0,SWR,28.58733,77.254249
22692,BANGLORE RJDHNI,AGRA CANTT,AGC,11,SWR,27.157992,77.990153
22692,BANGLORE RJDHNI,GWALIOR,GWL,11,SWR,26.216483,78.182292
22692,BANGLORE RJDHNI,V LAKSHMIBAI JHANSI,VGLJ,11,SWR,,
22692,BANGLORE RJDHNI,BHOPAL JN,BPL,15,SWR,23.2668843843,77.4131428577
22692,BANGLORE RJDHNI,ITARSI JN,ET,19,SWR,22.608258,77.767128
22692,BANGLORE RJDHNI,NAGPUR,NGP,36,SWR,21.153567,79.089004
22692,BANGLORE RJDHNI,BALHARSHAH,BPQ,38,SWR,19.8490173,79.3485858
22692,BANGLORE RJDHNI,KAZIPET JN,KZJ,65,SWR,17.974211,79.511025
22692,BANGLORE RJDHNI,SECUNDERABAD JN,SC,64,SWR,17.433147,78.501481
22692,BANGLORE RJDHNI,SERAM,SEM,83,SWR,17.180683,77.28353
22692,BANGLORE RJDHNI,YADGIR,YG,79,SWR,16.744396,77.130366
22692,BANGLORE RJDHNI,RAICHUR,RC,89,SWR,16.192441,77.339165
22692,BANGLORE RJDHNI,GUNTAKAL JN,GTL,78,SWR,15.17556,77.366611
22692,BANGLORE RJDHNI,SAI P NILAYAM,SSPN,72,SWR,14.160468,77.757559
22692,BANGLORE RJDHNI,KSR BANGALORE CY JN,SBC,38,SWR,12.977595,77.568083
22811,BBS RAJDHANI EXP,BHUBANESWAR,BBS,3,ECOR,20.265388,85.842595
22811,BBS RAJDHANI EXP,CUTTACK,CTC,18,ECOR,20.466588,85.90156
22811,BBS RAJDHANI EXP,JAJPUR K ROAD,JJKR,29,ECOR,20.943544,86.132518
22811,BBS RAJDHANI EXP,BHADRAKH,BHC,21,ECOR,21.0917458,86.5162305
22811,BBS RAJDHANI EXP,BALASORE,BLS,34,ECOR,21.500521,86.919582
22811,BBS RAJDHANI EXP,HIJILLI,HIJ,34,ECOR,22.319921,87.320169
22811,BBS RAJDHANI EXP,BANKURA,BQA,17,ECOR,23.2243871,87.0746875
22811,BBS RAJDHANI EXP,ADRA JN,ADRA,15,ECOR,23.495992,86.674665
22811,BBS RAJDHANI EXP,NSC BOSE J GOMO,GMO,5,ECOR,23.873106,86.14823
22811,BBS RAJDHANI EXP,KODERMA,KQR,12,ECOR,24.434741,85.529458
22811,BBS RAJDHANI EXP,GAYA JN,GAYA,10,ECOR,24.803978,84.999294
22811,BBS RAJDHANI EXP,PT DEEN DAYAL UPADHYAY JN,DDU,29,ECOR,,
22811,BBS RAJDHANI EXP,PRAYAGRAJ JN,PRYJ,90,ECOR,,
22811,BBS RAJDHANI EXP,KANPUR CENTRAL,CNB,104,ECOR,26.45424,80.350966
22811,BBS RAJDHANI EXP,NEW DELHI,NDLS,121,ECOR,28.642314,77.220004
22812,BUBNESWR RJDHNI,NEW DELHI,NDLS,0,ECOR,28.642314,77.220004
22812,BUBNESWR RJDHNI,KANPUR CENTRAL,CNB,58,ECOR,26.45424,80.350966
22812,BUBNESWR RJDHNI,PRAYAGRAJ JN,PRYJ,102,ECOR,,
22812,BUBNESWR RJDHNI,PT DEEN DAYAL UPADHYAY JN,DDU,135,ECOR,,
22812,BUBNESWR RJDHNI,GAYA JN,GAYA,145,ECOR,24.803978,84.999294
22812,BUBNESWR RJDHNI,KODERMA,KQR,139,ECOR,24.434741,85.529458
22812,BUBNESWR RJDHNI,NSC BOSE J GOMO,GMO,132,ECOR,23.873106,86.14823
22812,BUBNESWR RJDHNI,ADRA JN,ADRA,134,ECOR,23.495992,86.674665
22812,BUBNESWR RJDHNI,BANKURA,BQA,133,ECOR,23.2243871,87.0746875
22812,BUBNESWR RJDHNI,HIJILLI,HIJ,147,ECOR,22.319921,87.320169
22812,BUBNESWR RJDHNI,BALASORE,BLS,153,ECOR,21.500521,86.919582
22812,BUBNESWR RJDHNI,BHADRAKH,BHC,152,ECOR,21.0917458,86.5162305
22812,BUBNESWR RJDHNI,JAJPUR K ROAD,JJKR,154,ECOR,20.943544,86.132518
22812,BUBNESWR RJDHNI,CUTTACK,CTC,148,ECOR,20.466588,85.90156
22812,BUBNESWR RJDHNI,BHUBANESWAR,BBS,123,ECOR,20.265388,85.842595
22823,BBS RAJDHANI EXP,BHUBANESWAR,BBS,54,ECOR,20.265388,85.842595
22823,BBS RAJDHANI EXP,CUTTACK,CTC,61,ECOR,20.466588,85.90156
22823,BBS RAJDHANI EXP,BHADRAKH,BHC,63,ECOR,21.0917458,86.5162305
22823,BBS RAJDHANI EXP,BALASORE,BLS,81,ECOR,21.500521,86.919582
22823,BBS RAJDHANI EXP,HIJILLI,HIJ,90,ECOR,22.319921,87.320169
22823,BBS RAJDHANI EXP,TATANAGAR JN,TATA,88,ECOR,22.768954,86.20056
22823,BBS RAJDHANI EXP,MURI,MURI,118,ECOR,23.376284371,85.8669906885
22823,BBS RAJDHANI EXP,BOKARO STL CITY,BKSC,123,ECOR,23.656551,86.085016
22823,BBS RAJDHANI EXP,NSC BOSE J GOMO,GMO,110,ECOR,23.873106,86.14823
22823,BBS RAJDHANI EXP,KODERMA,KQR,116,ECOR,24.434741,85.529458
22823,BBS RAJDHANI EXP,GAYA JN,GAYA,109,ECOR,24.803978,84.999294
22823,BBS RAJDHANI EXP,PT DEEN DAYAL UPADHYAY JN,DDU,115,ECOR,,
22823,BBS RAJDHANI EXP,PRAYAGRAJ JN,PRYJ,149,ECOR,,
22823,BBS RAJDHANI EXP,KANPUR CENTRAL,CNB,155,ECOR,26.45424,80.350966
22823,BBS RAJDHANI EXP,NEW DELHI,NDLS,167,ECOR,28.642314,77.220004
22824,BUBNESWR RJDHNI,NEW DELHI,NDLS,10,ECOR,28.642314,77.220004
22824,BUBNESWR RJDHNI,KANPUR CENTRAL,CNB,39,ECOR,26.45424,80.350966
22824,BUBNESWR RJDHNI,PRAYAGRAJ JN,PRYJ,50,ECOR,,
22824,BUBNESWR RJDHNI,PT DEEN DAYAL UPADHYAY JN,DDU,46,ECOR,,
22824,BUBNESWR RJDHNI,GAYA JN,GAYA,48,ECOR,24.803978,84.999294
22824,BUBNESWR RJDHNI,KODERMA,KQR,44,ECOR,24.434741,85.529458
22824,BUBNESWR RJDHNI,NSC BOSE J GOMO,GMO,40,ECOR,23.873106,86.14823
22824,BUBNESWR RJDHNI,BOKARO STL CITY,BKSC,27,ECOR,23.656551,86.085016
22824,BUBNESWR RJDHNI,MURI,MURI,36,ECOR,23.376284371,85.8669906885
22824,BUBNESWR RJDHNI,TATANAGAR JN,TATA,104,ECOR,22.768954,86.20056
22824,BUBNESWR RJDHNI,HIJILLI,HIJ,133,ECOR,22.319921,87.320169
22824,BUBNESWR RJDHNI,BALASORE,BLS,128,ECOR,21.500521,86.919582
22824,BUBNESWR RJDHNI,BHADRAKH,BHC,118,ECOR,21.0917458,86.5162305
22824,BUBNESWR RJDHNI,CUTTACK,CTC,141,ECOR,20.466588,85.90156
22824,BUBNESWR RJDHNI,BHUBANESWAR,BBS,124,ECOR,20.265388,85.842595
