longitude,latitude,Station_Code,Total_Score,Station_Name_lower
81.699909,16.445891,NS,760.47,narasapur
74.541646,20.102455,NSL,571.24,nagarsol
75.011489,19.926081,LSR,682.05,lasur
77.019937,16.936043,NW,865.9,nalwar
83.220449,17.744667,SCM,567.55,simhachalam
82.3841486,21.0462946,BGBR,597.57,bagbahra
87.301071,23.065499,VSU,672.71,bishnupur
81.375901,21.208119,BPHB,822.86,bhilai pwr hs
85.7428,20.06205,KASR,808.49,kanas road
81.528406,23.213204,BUH,621.2,burhar
81.0433529,23.3672117,BRS,674.2,birsinghpur
79.828127,11.925446,PDY,648.8,puducherry
77.686937,29.015997,MUT,792.02,meerut cant
69.615506,21.643598,PBR,680.1,porbandar
69.9524202618,22.1945375806,LPJ,776.03,lalpur jam
76.755565,28.350738,PTRD,658.57,pataudi road
72.874083,21.077673,SCH,620.82,sachin
72.926702,21.399697,KIM,770.39,kim
72.954598,21.464052,KSB,711.29,kosamba jn
73.120353,22.050722,MYG,626.34,miyagam karjan
70.370689,20.913351,VRL,781.15,veraval
70.795588,21.972471,GDL,742.04,gondal
71.717303,22.359871,RUR,875.06,ranpur
73.731959,24.358621,ZW,865.9,zawar
73.695462,23.867175,DNRP,840.16,dungarpur
74.5939589105,25.4396317383,MDL,561.27,mandal
71.756011,21.09412,MHV,612.67,mahuva jn
71.479251,21.103699,RLA,848.68,rajula jn
71.509053,21.688346,DME,818.3,damnagar
82.851162,25.497052,PDRD,807.44,pindra road
75.6506845168769,28.2233413650416,CRWA,769.14,chirawa
77.085727,28.846886,NUR,527.44,narela
75.9464005609,27.88868543,DBLA,674.41,dabla
75.356234,27.149463,RNW,811.93,renwal
76.575644,27.149686,BU,793.26,baswa
85.2173007153,25.1385771015,IPR,887.18,islampur
85.277079,25.317354,HIL,605.75,hilsa
84.7482064,20.9200366,BONA,607.38,boinda
70.0786586,23.0770527,AI,931.75,adipur
77.09295,28.585656,PM,422.58,palam
72.568831,23.02676,GG,816.18,gandhigram
73.771734,24.522588,UMRA,746.38,umra
78.592092,11.594788,ATU,682.05,attur
80.216657,23.557854,DDCE,740.46,dundi
86.9386234,23.6719137,BURN,621.2,burnpur
83.145109,23.137032,ABKP,840.0,ambikapur
75.966232,28.382338,STNL,706.02,satnali
75.321565,31.949113,DHW,783.22,dhariwal
75.644427,32.271804,PTK,604.79,pathankot
80.462852,26.297301,SSL,751.12,sirsaul
75.472759,30.801197,JGN,622.58,jagraon
77.940033,12.992108,MLO,586.11,malur
74.13682,18.494237,URI,583.48,uruli
72.752481,22.819556,MHD,603.81,mhmdvd kheda rd
78.96071,29.204978,KPV,751.32,kashipur
79.122239,29.390223,RMR,818.3,ramnagar
74.147622,17.690976,KRG,700.88,koregaon
74.17217,17.612152,RMP,663.46,rahimatpur
74.155817,17.514242,TAZ,795.18,targaon
74.144209,17.404241,MSR,586.11,masur
77.6812826,22.7871143,BNI,714.25,budni
77.310771,28.746571,NOLI,584.85,noli
77.261341,29.012729,SUJR,890.13,sujra
77.273006,29.09692,BTU,488.24,baraut
81.0404752448,26.8534491635,ML,586.11,malhour
78.656727,28.989821,MTB,834.61,matlabpur
78.3932854,29.522577,BEK,714.25,bundki
77.738546,29.896398,CDL,769.14,chodiala
79.625781,28.083668,BLPU,664.11,bilpur
79.913517,27.890862,SXK,883.84,shajahanpurcort
77.195721,30.152546,DZP,793.81,darazpur
76.988712,30.23388,TDW,561.27,tandwal
76.567332,30.911265,MNPR,684.22,mianpur
74.3312018830329,29.5742205454957,HMO,860.05,hanumangarhtown
75.7342997845262,28.3016841538725,SRGH,913.23,surajgarh
73.398866,29.185337,RMSR,674.2,ramsinghpur
79.01491,27.995236,UJH,711.39,ujhani
80.927482,26.875384,DAL,549.7,daliganj
80.822278,27.378437,KMP,834.61,kamalapur
80.632889,27.994397,RZJ,549.7,razaganj
82.969293,27.374711,SOT,913.23,shohratgarh
77.531591,13.866614,MLU,586.11,malugur
74.0209756,15.1517258,BLLI,688.08,balli
74.259657,14.740762,HAA,783.22,harwada
79.845998,10.759221,NGT,645.72,nagappattinam
81.538335,16.543097,BVRM,797.24,bhimavaram jn
75.719362,16.802926,IMR,663.46,ibrahimpur
74.4997568146,15.6379344079,KNP,667.84,khanapur
75.5576150342,12.7312724613,SBHR,691.78,subrahmanya roa
76.524424,18.853005,PRLI,630.15,parli vaijnath
86.73407,21.95074,VZR,621.2,bhanjpur
73.672014,18.734829,TGN,622.58,talegaon
74.775042,18.317256,BGVN,832.11,bhigwan
74.9887134,17.1209672,DLGN,622.58,dhalgaon
83.923271,26.298048,SRU,770.64,salempur jn
78.394254,25.142923,BZY,793.26,basai
75.829518,30.683642,AHH,718.58,ahmadgarh
85.30109021,25.85831672,BNR,791.23,bhagwanpur
74.9366600031,20.4245402267,HPR,746.47,hirapur
77.469063,20.761491,MANA,742.4,mana
77.58733,20.808396,KUM,641.49,kuram
78.463093,20.729315,DAE,801.07,dahegaon
81.979022,23.202833,KTMA,746.04,kotma
77.735783,23.488096,SCI,620.82,sanchi
79.586316,23.082226,BMR,752.52,bikrampur
80.4137045734,23.9143072844,PTWA,702.73,patwara
75.86371,16.416601,WDL,561.27,wandal
75.799259,15.434833,RLP,692.37,harlapur
76.036416,15.38694828,BNP,791.23,bhanapur
75.722483,19.873979,BDU,793.81,badnapur
76.7364,19.188596,SNGR,817.28,sanganapur
75.199289,18.212962,BLNI,694.93,bhalwani
77.294046,28.511963,TKD,676.56,tuglakabad
77.264825,28.559332,OKA,814.23,okhla
79.8925106329,23.8365760851,RTGN,899.9,ratangaon
77.44077,24.65577,PGA,702.73,pagara
82.013256,24.053618,NWB,808.49,niwas road
80.651011,25.248423,BUS,848.43,badausa
78.381661,25.811254,KTRA,746.04,kotra
87.726275,24.080029,MLV,834.61,mallarpur
87.045918,25.239083,SBO,738.58,sabaur
86.876395,23.760355,SLS,750.41,salanpur
86.1554051245,25.1049319287,MNP,817.28,mananpur
86.1591750293,25.1719686608,DNRE,793.81,dhanauri
85.9650784882,25.4735905867,BUJ,712.31,barauni f
86.0866355896,26.2804866136,PDW,561.27,pandaul
86.152987,26.401801,RJA,818.3,rajanagar
88.4525522,23.1215453,BGAE,634.13,balagarh
88.324967,23.335767,SMAE,913.23,samudragarh
88.0728943982,24.4048041196,GALE,541.22,gankar
88.111097,23.774579,SALE,865.9,salar
87.378973,23.803358,DUJ,840.16,dubrajpur
87.045099,24.388941,BSKH,533.2,basukinath
88.127696,25.619125,RGJ,549.7,raiganj
88.263642,24.0890841,BPC,710.21,berhampore crt
89.136244,26.715384,DLO,622.58,dalgaon
89.416841,26.688907,HOJ,703.02,hamiltonganj
86.859388,25.398348,NNR,760.47,narayanpur
89.721829,26.484168,KAMG,816.84,kamakhyaguri
83.738354,25.4504253,BWH,727.01,bhadaura
86.91169349,24.8659010332,BAKA,665.45,banka
84.850792,24.809464,PRY,531.25,paraiya
86.1406539392,25.1721586608,RMPR,752.52,rampur h
86.047863,22.852966,KND,641.02,kandra
77.537422,28.53794,DER,383.94,dadri
87.8375132959,25.6156715055,SRI,584.58,salmari
75.947241,29.088277,HNS,711.39,hansi
77.571716,28.827907,MDNR,597.89,modinagar
77.438008,28.674404,GZN,827.46,n ghaziabad
80.6934544,26.3551471,BQP,761.59,bighapur
80.228735,26.310011,KTRR,556.11,kathara road
80.252892,26.503485,KAP,750.41,kalianpur
77.309368,28.376248,FDN,524.83,faridabad nw tn
82.561158,26.913411,GAUR,766.47,gaur
78.099997,29.891989,IKK,847.15,ikkar
72.3755364282,27.2041163361,MAAR,681.25,malhar
72.6654016473,27.6079949928,NKRA,814.23,nokhra
75.827673,27.809478,MADA,590.34,maonda
73.146431,26.33951,BNO,793.26,banar
77.612747,27.516762,MROA,722.47,mora
74.401977,30.452385,BSGR,793.26,bhagsar
75.724207,30.378176,ALAL,680.03,alal
74.024928,26.012397,HP,746.47,haripur
75.128292,26.950042,GA,891.41,gudha
76.0010813867,26.2571138478,SRAS,751.12,siras
77.99967978,23.91494729,BET,740.27,bareth
73.071329,24.856164,KVJ,702.95,keshavganj
72.9887256,24.7131638,BNS,686.83,banas
75.1294882373,28.4266753002,SRSL,751.12,sirsala
72.951414,25.970783,SUT,706.02,satlana
72.5545000909,25.5031445488,BAWA,865.9,balwara
72.5752165,25.448874,BISH,900.33,bishengarh
72.487603,25.2130523,BK,818.57,bakra road
72.2670080994,24.7994691685,MBW,865.9,malwara
72.078131,25.893262,TWL,859.79,tilwara
72.00004,25.891938,GOLE,761.47,gole
79.3272155493,27.5409770085,KMJ,549.7,kaimganj
84.956774,25.764396,ATNR,817.9,awatarnagar
83.836714,26.90674,RKL,728.44,ramkola
83.868376,27.182926,KZA,633.45,khada
87.6197250085,25.343215469,MHI,681.25,manihari
84.941759,26.924721,ADX,407.03,adapur
84.832613,26.958112,MSDH,746.26,masnadih
84.680541,27.024365,STF,847.15,sikta
89.900353,26.184354,BSI,793.26,basbari
95.356367,27.4864,TSK,793.32,tinsukia jn
95.440958,27.485742,MJN,670.19,makum jn
93.126299,25.187996,MXR,586.11,mahur
92.716658,24.984962,CNE,813.5,chandranathpur
92.620511,24.951767,HLX,859.79,hilara
90.560548,26.478293,BNGN,697.42,bongaigaon
92.6577872687,26.1606011328,KWM,752.52,kampur
93.865713,26.601184,NMGY,694.69,numaligarh
89.8034610461,26.4548754981,JOQ,607.97,jorai
90.42015,26.460164,BSGN,646.9,basugaon
87.864524,26.003233,KKA,864.46,kanki
91.684343,26.343713,BIZ,837.11,baihata
79.245745,12.974779,THL,660.51,tiruvalam
79.579647,13.307882,NG,766.47,nagari
79.673488,12.956333,TMLP,682.75,tirumalpur
79.906997,12.766651,PALR,586.11,palur
75.209164,14.073324,ANF,817.28,anandapuram
76.567029,12.401426,KJS,854.49,krishnarajasgra
78.0467800159,11.7385543,OML,586.11,omalur
76.932807,11.934891,CMNR,750.54,chamarajanagar
76.68443,12.12211,NTW,716.0,nanjangud town
75.939298,13.647065,SPV,595.95,sivapur
76.252495,10.842076,VPZ,526.12,vailapuzha
78.2849851605,11.6710796759,MPLI,645.39,minnampalli
75.741119,11.346337,ETR,682.05,elattur
79.178793,13.098012,RAM,752.52,ramapuram
78.757917,10.872869,VLDE,759.95,valadi
78.547696,10.700678,KLS,682.05,kolatur
79.430571,19.641288,WIRR,789.04,wirur
78.288344,17.169347,TMX,569.17,timmapur
76.530953,17.335973,GDGN,823.41,gaudgaon
77.967556,15.368944,MLK,834.61,malkapuram
78.0375519629,15.8120341064,KOLA,746.04,kotla
77.884404,16.424621,KONN,719.94,konnur
78.188891,16.947622,BABR,583.19,balanagar
80.795715,16.555839,GWM,681.33,gannavaram
79.105722,14.264922,NRE,711.8,nandalur
81.4641871844,16.580375476,UNDI,714.25,undi
74.696289906,16.7778119655,VJR,610.89,vijayanagar
73.377469,18.755087,KAD,633.45,khandala
80.828736,16.019794,RAL,558.07,repalle
77.71074,21.020729,WLGN,622.58,walgaon
78.515006,17.505779,ALW,680.03,alwal
76.348052,19.494861,SCO,706.02,satuna
82.013757,19.066004,JDB,407.03,jagdalpur
86.29629,23.21838,KTD,705.4,kantadih
86.066359,22.919528,MIK,787.76,manikui
86.616164,23.52693,SNKR,706.02,sanka
86.16169,23.758691,DNH,764.52,deonagar
85.835187,20.382175,BBSN,827.02,bhubaneshwar new
85.426059,22.540309,TUX,761.61,tunia
79.292976,21.236542,SAL,865.9,salwa
85.957487,20.56434,SQQ,622.58,salagaon
82.296511,22.034344,JRMG,818.3,jairamnagar
82.64566,22.348524,GAD,823.14,gevra road
85.47699312,22.08071726,DJHR,764.52,deojhar
85.637868,21.617209,NANR,760.47,naranpur
85.67659,21.548768,BSTP,817.28,basantapur
84.370679,18.665918,PUN,714.25,pundi
82.86256,18.333991,ARK,562.57,araku
85.909013,23.196775,SSIA,751.12,suisa
75.222477,21.018946,BHNE,601.1,bhone
73.893108,21.165523,KFF,728.44,kolda
72.978371,21.535197,PAO,584.85,panoli
73.1122662115,22.4052520954,RNO,584.85,ranoli
75.460561,23.482264,RLK,678.83,rohal khurd
77.234121,26.864673,DY,746.38,dumariya
71.415981,21.201567,MRYA,662.26,mariyana
69.848031,21.764673,TRSR,764.3,tarsai
69.961069,21.895867,WAB,865.9,balwa
70.91711,22.585991,AXA,576.44,amarsar
69.3687405,22.1227803,BPKA,716.59,bhopalka
76.0076378418,23.2563508677,SVT,595.95,shivpura
72.3128162,24.2064915,CDS,806.3,chandisar
72.705473,22.867204,KANJ,864.46,kanil
74.635713,25.261369,MDPA,590.34,mandpiya
73.273605,27.845286,PAE,825.22,palana
74.113189,26.063048,BAR,740.27,bar
86.70137,23.769198,TNW,817.9,thaparnagar
86.3946927771,23.8022772592,BHN,811.22,bhuli
85.06620037,24.75197374,BNF,686.83,bandhua
85.044738,24.807111,MPO,528.14,manpur jn
83.848303,25.021489,KVD,678.83,khurmabad road
78.132044,13.124594,KQZ,728.44,kolar
88.33950084,22.63591201,BEQ,817.2,belur
73.223871,18.392294,KOL,728.44,kolad
73.24465,18.297688,INP,554.21,indapur
74.578044,18.314696,SSI,751.12,shirsai
79.858161,22.798847,SKY,847.15,shikara
80.1564133228,21.9419101772,SMC,738.58,samnapur
80.198945,22.418426,JGZ,622.58,jamgaon
80.259304,22.410159,RAMP,752.52,rampuri
79.680325,26.080449,URG,823.41,usargaon
79.907312,26.28889,MLS,825.22,malasa
79.948516,26.318818,LLR,549.19,lalpur
80.178721,26.402727,BNAR,607.38,binaur
80.6889460992,26.6635672889,JTU,931.75,jaitipur
80.890615,26.810176,MKG,686.62,manak nagar
78.181356,26.30595,BBY,599.93,bhadroli
78.192317,27.32891,BRN,712.31,barhan jn
78.653919,27.571173,ETAH,631.66,etah
79.511652,27.351481,UGP,840.16,ugarpur
78.837282,27.156663,KOZ,711.29,kosma
81.311271,28.112457,NSA,900.33,nishangara
75.769823,32.282959,KAWL,633.45,kandwal
71.036053,20.819025,UNA,667.98,una
87.963719,24.302357,LAP,746.47,lohapur
88.467499,22.969219,KYI,704.82,kalyani
88.489717,23.005928,MPJ,793.81,madanpur
85.417826,24.859601,HIS,605.75,hisua
86.490871,23.725742,RKJE,875.06,rakhitpur
84.416974,23.763612,BFQ,714.25,bendi
86.5327701855,25.3232551986,PATM,422.58,patam
76.882594,29.40129,ASAN,761.49,asan
75.616682,29.893255,DTW,470.93,datewas
75.297550556,30.0411022365,KTKL,485.41,kotli kalan
75.8046766022,29.874366637,GRN,667.98,gurnay
75.8156104224,30.165006839,BZ,728.28,bharur h
78.768653,28.560472,JRJ,622.58,jargaon
77.528116,28.690719,DS,848.43,dasna
81.745663,25.572021,ARP,752.52,atrampur
80.529002,26.48788,KURO,607.97,korari
81.248588,26.182799,DYP,793.81,daryapur
81.267274,25.996484,RCP,813.5,ramachandrapur
80.139995,25.613687,AKW,791.88,akora
82.680471,25.655084,SAF,834.61,salkhapur
80.597408,27.534312,RAK,764.72,ramkot
80.196235,27.32161,KAR,781.16,karna
78.2201080066,28.0971879576,AUR,658.57,atrauli road
78.265728,28.150306,DMPR,856.48,dharampur
75.578528,32.252678,SRM,706.02,sarna
76.068043,31.146278,KYY,736.63,kariha h
75.999562,31.177139,BXB,686.83,banga
74.706748,31.018428,MFM,715.81,mahalam
81.773788,27.141734,MIR,761.59,maijapur
84.311942,26.586308,JGP,783.05,jalalpur
82.9075993964,25.276911474,HDT,692.37,hardattpur
82.634249,25.250251,KFK,818.4,katka
82.3506715509,25.3053173094,JGG,583.48,jangiganj
82.120195,25.379137,SDC,605.72,saidabad
82.017775,25.412362,RTR,742.83,ramnathpur
83.50513,25.959544,PLGH,694.69,paligarh h
83.0299456195,26.0074784479,PHY,736.63,phariha
78.932709,29.143806,ALJ,549.7,aliganj
80.002313,28.951978,CKK,553.56,chakarpur
77.7868838446,27.5524062276,RAYA,833.82,raya
79.812599,28.290516,BSUR,761.59,bisalpur
89.520667,26.479307,APD,821.52,alipur duar
89.494466,26.388205,BSW,827.02,baneswar
86.370122,25.517459,OLP,887.18,olapur
92.1395124182,26.1204333815,BRHU,488.24,barahu
91.143131,25.984617,SNCA,832.42,singra
91.517401149,26.0727512878,MRZA,781.32,mirza
92.595918,24.754753,ALGP,834.61,algapur
92.204092,24.385641,NPU,569.17,nadiapur
92.434527,24.545736,APU,674.31,anipur
88.1912832245,25.6221398658,BMGR,664.95,bamangram
88.669651,26.53055,MOP,597.89,mohitnagar
77.100362,8.397109,AMVA,821.86,amaraviia
77.7018564789,8.7067184087,MP,747.16,melappalaiyam
77.131692,15.158976,VP,684.22,virapur
74.047794,15.264834,CNR,813.5,chandar
78.776559,14.493468,KPU,854.49,krishnapuram
79.2872542792,13.6063213389,KEN,746.04,kotala
77.640854,14.591854,ZPL,660.81,zangalapalle
78.490284,17.366083,DQR,838.77,kacheguda dbr
77.2376282849,19.5948820434,NDPR,817.28,nandapur
76.182913,17.429086,NGS,766.47,nagansur
85.381896,22.218519,GUA,667.98,gua
79.468096,21.261121,RRL,811.93,rewral
82.183013,21.102097,ARN,707.46,arand
83.199696,20.337936,SFK,847.15,sikir
81.276887,18.854521,KMLR,586.11,kamalur
81.26535758,18.77690197,BHNS,711.39,bhansi
83.208205,17.954719,KPL,660.81,kantakapalle
73.175422,22.232706,MPR,834.61,makarpura
73.508313,22.161144,AMLP,776.03,amalpur
71.699156,21.944013,ALMR,834.61,alampur
71.9263402661,21.6492510362,KNAD,707.46,kanad
75.829546,22.670031,RJQ,724.99,rajendranagar
78.251975,21.943048,JMV,723.96,jambara
70.492663,21.611243,VAL,561.27,vadal
70.295846,21.361073,BDDR,826.21,badodar
70.330818,20.986795,ADE,818.57,adari road
72.246237,23.409181,KTRD,522.84,katosan road
70.793468,21.714204,VVD,638.04,vavdi
74.179638,24.528647,BNNR,717.62,bhindar
73.637024,29.298805,KYNT,704.82,kalyankot
75.934247,20.976217,ACG,801.07,achegaon
78.376203,20.737041,KAOT,746.04,kaotha
79.030314,20.993596,GMG,823.41,gumgaon
78.915861,21.229072,KSWR,770.61,kalmeshwar
78.334344,21.761852,HTN,793.81,hatnapur
77.920758,22.197033,BBTR,692.37,barbatpur
78.6700027,20.6738192,BPK,646.9,bhugaon
78.709706,20.629319,SNN,801.07,sonegaon
78.889984,20.406983,NGI,766.47,nagari
81.4075072687,23.2539605756,SNGP,674.2,singhpur
81.211862,24.001215,BBAR,488.24,bara
77.848219,23.551699,SORI,607.97,sorai
88.369524,22.782449,PTF,776.79,palta
86.6920701,24.4892623,BDME,490.99,baidyanathdham
85.285092,26.198944,KTI,864.46,kanti
84.2312677661,25.1739936806,MANI,686.62,mani nagar
85.2923767371,25.4485799037,NARD,808.49,naika road h
77.643211,28.415313,DKDE,793.81,dankaur
77.5937373035,28.4728347205,AJR,931.75,ajaibpur
81.8894849231,25.6322106511,DLPR,793.81,dayalpur
82.020731,26.049174,RMGJ,549.7,ramganj
81.23044,26.699202,CDRL,769.16,chhandrauli
76.966178,29.449652,BBDE,748.96,babarpur
80.12429014,26.46811536,BPU,746.47,bhaupur
80.025181,26.476492,MTO,681.25,maitha
79.826878,26.515364,AAP,840.0,ambiapur
81.442017,25.585017,BDNP,793.81,bidanpur
80.360645,26.428098,CNBI,769.16,chandari
78.42955,25.211179,BPW,621.2,burhpura
78.478365,25.304158,KHJ,705.04,khajraha
76.6960924713,27.1106230397,BW,832.11,biwai
77.674711,26.327284,BHAT,858.76,bhatpura
83.126022,25.557959,FRDH,554.59,faridaha
79.7188409808,13.0857348949,MSU,627.55,mosur
80.057147,12.844886,GI,286.32,guduvancheri
80.0010589618,12.7624604323,SKL,334.12,singaperumalkoil
79.98366,12.7302,PWU,750.41,paranur
81.662635,16.725964,VPU,817.2,velpuru
82.459164,23.315091,NGE,766.47,nagar
79.326499,21.400715,RTK,762.15,ramtek
79.867537,20.603943,BMP,663.46,bramhapuri
80.147349,21.222011,GNL,761.47,gongle
73.012475,22.602488,SNA,793.81,sadanapura
75.79985,22.829589,PLA,776.79,palia
74.176780918,18.2300065666,DNJ,740.46,daundaj
74.967125,17.084723,LNP,700.91,langarpeth
74.459554,17.049465,ANQ,793.81,amnapur
74.5590299896,16.9640285619,NDE,629.14,nandre
75.432931,32.440429,BDHY,714.25,budhi
75.613465,32.31198,SJNP,728.26,sujanpur
93.9604479663,26.3877071452,JMI,781.61,jamguri
92.919609,26.448121,AONI,520.59,amoni
87.529496,25.953959,JAG,842.79,jalalgarh
77.313184,15.542335,NRR,766.47,nagarur
77.047217,21.095661,AKOT,764.72,akot
72.748038,23.168331,DBO,777.44,dabhoda
73.726342,23.91693,KTOA,746.04,kotana
73.778291,24.306135,PDQ,776.79,padla
70.8969253271,22.7738973454,RF,770.61,rafleshwar
